brewery_name,city,state,abv,beer_name,style,ounces,latitude,longitude,rating
Angry Orchard Cider Company,Cincinnati, OH,0.05,Angry Orchard Crisp Apple,Cider,12,41.5900137,-74.2240492,4.5
Two Roads Brewing Company,Stratford, CT,0.05,No Limits Hefeweizen,Hefeweizen,16,41.1856887,-73.1420765,4.7
Two Roads Brewing Company,Stratford, CT,0.06,Honeyspot Road White IPA,American White IPA,12,41.1856887,-73.1420765,4.7
Two Roads Brewing Company,Stratford, CT,0.072,Road 2 Ruin Double IPA,American Double / Imperial IPA,12,41.1856887,-73.1420765,4.7
Two Roads Brewing Company,Stratford, CT,0.048,Workers Comp Saison,Saison / Farmhouse Ale,12,41.1856887,-73.1420765,4.7
Two Roads Brewing Company,Stratford, CT,0.05,Ol' Factory Pils,German Pilsener,12,41.1856887,-73.1420765,4.7
Southern Oregon Brewing Company,Medford, OR,0.048,Na Zdraví Pilsner,Czech Pilsener,16,42.3291309,-122.8726426,4.4
Southern Oregon Brewing Company,Medford, OR,0.055,Nice Rack IPA,American IPA,16,42.3291309,-122.8726426,4.4
Brooklyn Brewery,Brooklyn, NY,0.068,East India Pale Ale,English India Pale Ale (IPA),16,40.7217625,-73.9577086,4.4
Brooklyn Brewery,Brooklyn, NY,0.045,Brooklyn Summer Ale,English Pale Mild Ale,12,40.7217625,-73.9577086,4.4
Brooklyn Brewery,Brooklyn, NY,0.068,East India Pale Ale,English India Pale Ale (IPA),12,40.7217625,-73.9577086,4.4
Brooklyn Brewery,Brooklyn, NY,0.045,Brooklyn Summer Ale (2011),English Pale Mild Ale,12,40.7217625,-73.9577086,4.4
Brooklyn Brewery,Brooklyn, NY,0.052,Brooklyn Lager (16 oz.),American Amber / Red Lager,16,40.7217625,-73.9577086,4.4
Brooklyn Brewery,Brooklyn, NY,0.052,Brooklyn Lager (12 oz.),American Amber / Red Lager,12,40.7217625,-73.9577086,4.4
The Right Brain Brewery,Traverse City, MI,0.058,Northern Hawk Owl Amber,American Amber / Red Ale,12,44.7494741,-85.6194787,4.4
The Right Brain Brewery,Traverse City, MI,0.059,CEO Stout,American Stout,16,44.7494741,-85.6194787,4.4
The Right Brain Brewery,Traverse City, MI,0.047,Will Power Pale Ale,American Pale Ale (APA),16,44.7494741,-85.6194787,4.4
Kona Brewing Company,Kona, HI,0.046,Longboard Island Lager,American Amber / Red Lager,24,19.6430824,-155.9975195,4.5
Kona Brewing Company,Kona, HI,0.046,Longboard Island Lager,American Amber / Red Lager,16,19.6430824,-155.9975195,4.5
Kona Brewing Company,Kona, HI,0.046,Longboard Island Lager,American Amber / Red Lager,12,19.6430824,-155.9975195,4.5
Kona Brewing Company,Kona, HI,0.046,Longboard Island Lager,American Amber / Red Lager,12,19.6430824,-155.9975195,4.5
MillKing It Productions,Royal Oak, MI,0.048,SNO White Ale,Witbier,16,,,
MillKing It Productions,Royal Oak, MI,0.048,BRIK Irish Red Ale,Irish Red Ale,16,,,
MillKing It Productions,Royal Oak, MI,,AXL Pale Ale,American Pale Ale (APA),16,,,
Pateros Creek Brewing Company,Fort Collins, CO,0.052,Rustic Red,Irish Red Ale,16,40.5899714,-105.0763719,4.1
Pateros Creek Brewing Company,Fort Collins, CO,0.053,Stimulator Pale Ale,American Pale Ale (APA),16,40.5899714,-105.0763719,4.1
Pateros Creek Brewing Company,Fort Collins, CO,0.045,Old Town Ale,Kölsch,16,40.5899714,-105.0763719,4.1
Pateros Creek Brewing Company,Fort Collins, CO,0.044,Car 21,English Bitter,16,40.5899714,-105.0763719,4.1
Pateros Creek Brewing Company,Fort Collins, CO,0.05,Cache La Porter,American Porter,16,40.5899714,-105.0763719,4.1
O'Fallon Brewery,O'Fallon, MO,0.055,O'Fallon Pumpkin Beer,Pumpkin Ale,12,38.7046709,-90.4476821,4.2
O'Fallon Brewery,O'Fallon, MO,0.061,5 Day IPA,American IPA,12,38.7046709,-90.4476821,4.2
O'Fallon Brewery,O'Fallon, MO,0.051,O'Fallon Wheach,Fruit / Vegetable Beer,12,38.7046709,-90.4476821,4.2
Marble Brewery,Albuquerque, NM,0.047,Marble Pilsner,German Pilsener,12,35.0927961,-106.6467687,4.5
Marble Brewery,Albuquerque, NM,0.062,Marble India Pale Ale,American IPA,12,35.0927961,-106.6467687,4.5
Big Wood Brewery,Vadnais Heights, MN,0.053,Jack Pine Savage,American Pale Ale (APA),16,45.0851054,-93.0067498,4.5
Big Wood Brewery,Vadnais Heights, MN,0.099,Forest Fire Imperial Smoked Rye,Rye Beer,16,45.0851054,-93.0067498,4.5
Big Wood Brewery,Vadnais Heights, MN,0.098,Bad Axe Imperial IPA,American Double / Imperial IPA,16,45.0851054,-93.0067498,4.5
Big Wood Brewery,Vadnais Heights, MN,0.055,Morning Wood,Oatmeal Stout,16,45.0851054,-93.0067498,4.5
Big Wood Brewery,Vadnais Heights, MN,0.066,Bark Bite IPA,American IPA,16,45.0851054,-93.0067498,4.5
Howard Brewing Company,Lenoir, NC,0.065,Trail Maker Pale Ale,American Pale Ale (APA),12,35.9139337,-81.5412228,4.9
Howard Brewing Company,Lenoir, NC,0.055,Action Man Lager,Vienna Lager,12,35.9139337,-81.5412228,4.9
Downeast Cider House,Leominster, MA,0.049,Cranberry Blend,Cider,12,42.3642794,-71.0324945,4.8
Downeast Cider House,Leominster, MA,0.051,Orignal Blend,Cider,12,42.3642794,-71.0324945,4.8
Swamp Head Brewery,Gainesville, FL,0.073,Big Nose,American IPA,12,29.6146794,-82.3767938,4.8
Swamp Head Brewery,Gainesville, FL,0.05,Cotton Mouth,Witbier,12,29.6146794,-82.3767938,4.8
Swamp Head Brewery,Gainesville, FL,0.056,Stump Knocker Pale Ale,American Pale Ale (APA),12,29.6146794,-82.3767938,4.8
Swamp Head Brewery,Gainesville, FL,0.05,Midnight Oil,Oatmeal Stout,12,29.6146794,-82.3767938,4.8
Swamp Head Brewery,Gainesville, FL,0.059,Wild Night,Cream Ale,12,29.6146794,-82.3767938,4.8
Mavericks Beer Company,Half Moon Bay, CA,0.037,Pit Stop Chocolate Porter,American Porter,12,43.6450071,-79.4028996,3.8
Mavericks Beer Company,Half Moon Bay, CA,0.037,Pace Setter Belgian Style Wit,Witbier,12,43.6450071,-79.4028996,3.8
Mavericks Beer Company,Half Moon Bay, CA,0.037,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),12,43.6450071,-79.4028996,3.8
TailGate Beer,San Diego, CA,0.08,Dodgy Knight Imperial IPA,American Double / Imperial IPA,12,36.1199298,-86.9198973,4.7
TailGate Beer,San Diego, CA,0.05,TailGate Saison,Saison / Farmhouse Ale,12,36.1199298,-86.9198973,4.7
TailGate Beer,San Diego, CA,0.05,TailGate IPA,American IPA,24,36.1199298,-86.9198973,4.7
TailGate Beer,San Diego, CA,0.05,TailGate IPA,American IPA,12,36.1199298,-86.9198973,4.7
TailGate Beer,San Diego, CA,0.049,TailGate Hefeweizen,Hefeweizen,24,36.1199298,-86.9198973,4.7
TailGate Beer,San Diego, CA,0.05,Blacktop Blonde,American Blonde Ale,24,36.1199298,-86.9198973,4.7
TailGate Beer,San Diego, CA,0.05,Blacktop Blonde,American Blonde Ale,12,36.1199298,-86.9198973,4.7
TailGate Beer,San Diego, CA,0.049,TailGate Hefeweizen,Hefeweizen,12,36.1199298,-86.9198973,4.7
Northwest Brewing Company,Pacific, WA,0.063,Hoppy Bitch IPA,American IPA,16,47.2506709,-122.246865,3.9
Northwest Brewing Company,Pacific, WA,0.063,Three Skulls Ale Pale Ale,American Pale Ale (APA),16,47.2506709,-122.246865,3.9
Dad & Dude's Breweria,Aurora, CO,0.065,Dank IPA,American IPA,16,40.572603,-74.4926541,0
Dad & Dude's Breweria,Aurora, CO,0.065,Dank IPA (2012),American IPA,16,40.572603,-74.4926541,0
Centennial Beer Company,Edwards, CO,0.05,All American Blonde Ale,American Blonde Ale,12,41.8958223,-87.6323732,4.5
Centennial Beer Company,Edwards, CO,0.05,All American Red Ale,American Amber / Red Ale,12,41.8958223,-87.6323732,4.5
Denali Brewing Company,Talkeetna, AK,0.059,Chuli Stout,Irish Dry Stout,12,62.1613869,-150.0292261,4.8
Denali Brewing Company,Talkeetna, AK,0.056,Mother Ale,American Blonde Ale,12,62.1613869,-150.0292261,4.8
Denali Brewing Company,Talkeetna, AK,0.065,Twister Creek India Pale Ale,American IPA,12,62.1613869,-150.0292261,4.8
Denali Brewing Company,Talkeetna, AK,0.058,Single Engine Red,Irish Red Ale,12,62.1613869,-150.0292261,4.8
Deschutes Brewery,Bend, OR,0.05,Mirror Pond Pale Ale,American Pale Ale (APA),12,37.2705897,-79.9393534,4.7
Sunken City Brewing Company,Hardy, VA,0.045,Dam Lager,American Amber / Red Lager,12,,,
Sunken City Brewing Company,Hardy, VA,0.07,Red Clay IPA,American IPA,12,,,
Lucette Brewing Company,Menominie, WI,0.062,Hips Don't Lie,Hefeweizen,16,44.8752163,-91.9401428,4.4
Lucette Brewing Company,Menominie, WI,0.052,Ride Again Pale Ale,American Pale Ale (APA),16,44.8752163,-91.9401428,4.4
Lucette Brewing Company,Menominie, WI,0.048,The Farmer's Daughter,American Blonde Ale,16,44.8752163,-91.9401428,4.4
The Black Tooth Brewing Company,Sheridan, WY,0.046,Bomber Mountain Amber Ale (2013),American Amber / Red Ale,12,44.8009273,-106.9537799,4.7
The Black Tooth Brewing Company,Sheridan, WY,0.07,Indian Paintbrush IPA,American IPA,12,44.8009273,-106.9537799,4.7
The Black Tooth Brewing Company,Sheridan, WY,0.048,Saddle Bronc Brown Ale (2013),English Brown Ale,12,44.8009273,-106.9537799,4.7
The Black Tooth Brewing Company,Sheridan, WY,0.059,Wagon Box Wheat Beer,American Pale Wheat Ale,12,44.8009273,-106.9537799,4.7
Kenai River Brewing Company,Soldotna, AK,0.058,Skilak Scottish Ale,Scottish Ale,12,60.4853779,-151.057217,4.6
Kenai River Brewing Company,Soldotna, AK,0.05,Peninsula Brewers Reserve (PBR),American Blonde Ale,12,60.4853779,-151.057217,4.6
Kenai River Brewing Company,Soldotna, AK,0.068,Sunken Island IPA,American IPA,12,60.4853779,-151.057217,4.6
Kenai River Brewing Company,Soldotna, AK,0.058,Skilak Scottish Ale (2011),Scottish Ale,12,60.4853779,-151.057217,4.6
River North Brewery,Denver, CO,0.05,River North White Ale,Witbier,16,39.7673134,-104.9770917,5
River North Brewery,Denver, CO,0.05,River North Ale,American Amber / Red Ale,16,39.7673134,-104.9770917,5
Fremont Brewing Company,Seattle, WA,0.04,77 Fremont Select Spring Session IPA,American IPA,12,47.6490624,-122.344442,4.7
Fremont Brewing Company,Seattle, WA,0.045,Fremont Organic Pale Ale,American Pale Ale (APA),12,47.6490624,-122.344442,4.7
Fremont Brewing Company,Seattle, WA,0.08,Abominable Ale,English Strong Ale,12,47.6490624,-122.344442,4.7
Fremont Brewing Company,Seattle, WA,0.065,Harvest Ale,Saison / Farmhouse Ale,12,47.6490624,-122.344442,4.7
Fremont Brewing Company,Seattle, WA,0.065,Fremont Summer Ale,American Pale Ale (APA),12,47.6490624,-122.344442,4.7
Fremont Brewing Company,Seattle, WA,0.056,Universale Pale Ale,American Pale Ale (APA),12,47.6490624,-122.344442,4.7
Fremont Brewing Company,Seattle, WA,0.065,Interurban IPA,American IPA,12,47.6490624,-122.344442,4.7
Armstrong Brewing Company,South San Francisco, CA,0.052,Mo's Gose,Gose,16,37.6556992,-122.4130921,4.5
AC Golden Brewing Company,Golden, CO,0.055,Colorado Native,American Amber / Red Lager,12,,,
AC Golden Brewing Company,Golden, CO,0.055,Colorado Native (2011),American Amber / Red Lager,12,,,
Big Bend Brewing Company,Alpine, TX,0.078,La Frontera Premium IPA,American IPA,12,30.3479601,-103.6979289,4.5
Big Bend Brewing Company,Alpine, TX,0.047,Tejas Lager,Czech Pilsener,12,30.3479601,-103.6979289,4.5
Big Bend Brewing Company,Alpine, TX,0.064,Number 22 Porter,American Porter,12,30.3479601,-103.6979289,4.5
Big Bend Brewing Company,Alpine, TX,0.056,Big Bend Hefeweizen,Hefeweizen,12,30.3479601,-103.6979289,4.5
Big Bend Brewing Company,Alpine, TX,0.06,Terlingua Gold,American Blonde Ale,12,30.3479601,-103.6979289,4.5
Good Life Brewing Company,Bend, OR,0.07,Descender IPA,American IPA,12,44.0508742,-121.3302727,4.5
Good Life Brewing Company,Bend, OR,0.06,Sweet As Pacific Ale,American Pale Wheat Ale,12,44.0508742,-121.3302727,4.5
Engine 15 Brewing,Jacksonville Beach, FL,0.07,Nut Sack Imperial Brown Ale,American Brown Ale,12,30.2875133,-81.4086235,4.6
Green Room Brewing,Jacksonville, FL,0.05,Pablo Beach Pale Ale,American Pale Ale (APA),12,30.2907356,-81.3925412,4.6
Brindle Dog Brewing Company,Tampa Bay, FL,,Tampa Pale Ale,American Pale Ale (APA),12,,,
Brindle Dog Brewing Company,Tampa Bay, FL,,Orange Grove Wheat Ale,American Pale Wheat Ale,12,,,
Peace Tree Brewing Company,Knoxville, IA,0.05,Side Kick Kölsch,Kölsch,12,41.5867046,-93.6121558,4.6
Terrapin Brewing Company,Athens, GA,0.047,RecreationAle,American Pale Ale (APA),12,33.980502,-83.3966856,4.6
Pete's Brewing Company,San Antonio, TX,0.051,Pete's ESP Lager (1998),American Pale Lager,12,40.5349971,-74.5074174,4
Pete's Brewing Company,San Antonio, TX,0.047,Pete's Wicked Summer Brew (1995),American Pale Wheat Ale,12,40.5349971,-74.5074174,4
Pete's Brewing Company,San Antonio, TX,0.049,Pete's Wicked Bohemian Pilsner (1997),Czech Pilsener,12,40.5349971,-74.5074174,4
Pete's Brewing Company,San Antonio, TX,,Pete's Wicked Pale Ale (1997),American Pale Ale (APA),12,40.5349971,-74.5074174,4
Pete's Brewing Company,San Antonio, TX,0.047,Pete's Wicked Summer Brew (2002),American Pale Wheat Ale,12,40.5349971,-74.5074174,4
Pete's Brewing Company,San Antonio, TX,0.047,Pete's Wicked Summer Brew (1997),American Pale Wheat Ale,12,40.5349971,-74.5074174,4
Pete's Brewing Company,San Antonio, TX,0.047,Pete's Wicked Summer Brew (1996),American Pale Wheat Ale,12,40.5349971,-74.5074174,4
Okoboji Brewing Company,Spirit Lake, IA,0.095,The Hole in Hadrian's Wall,Scottish Ale,16,43.4059749,-95.1259813,4.6
Okoboji Brewing Company,Spirit Lake, IA,0.065,33 Select Brown Ale,American Brown Ale,16,43.4059749,-95.1259813,4.6
Okoboji Brewing Company,Spirit Lake, IA,0.06,Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,16,43.4059749,-95.1259813,4.6
Okoboji Brewing Company,Spirit Lake, IA,0.05,Boji Blue Pale Ale,American Pale Ale (APA),16,43.4059749,-95.1259813,4.6
Okoboji Brewing Company,Spirit Lake, IA,0.057,Winter Games Select #32 Stout,American Stout,16,43.4059749,-95.1259813,4.6
Okoboji Brewing Company,Spirit Lake, IA,0.05,Boji Beach Golden Rye Ale,Rye Beer,16,43.4059749,-95.1259813,4.6
Crystal Springs Brewing Company,Boulder, CO,0.06,South Ridge Amber Ale,American Amber / Red Ale,16,39.960729,-105.119991,4.7
Crystal Springs Brewing Company,Boulder, CO,0.052,Summertime Ale,Kölsch,16,39.960729,-105.119991,4.7
Engine House 9,Tacoma, WA,0.05,Underachiever,American Adjunct Lager,16,47.255961,-122.473299,4.4
Tonka Beer Company,Minnetonka, MN,0.05,Big Island Shandy,Shandy,16,,,
Tonka Beer Company,Minnetonka, MN,0.068,Preservation IPA,American IPA,16,,,
Red Hare Brewing Company,Marietta, GA,0.072,Watership Brown Ale,American Brown Ale,12,33.924453,-84.495583,4.7
Red Hare Brewing Company,Marietta, GA,0.062,Gangway IPA,American IPA,12,33.924453,-84.495583,4.7
Red Hare Brewing Company,Marietta, GA,0.049,Long Day Lager,Czech Pilsener,12,33.924453,-84.495583,4.7
Hangar 24 Craft Brewery,Redlands, CA,0.046,Orange Wheat,Fruit / Vegetable Beer,12,34.0831152,-117.1418175,4.6
Hangar 24 Craft Brewery,Redlands, CA,0.043,Hangar 24 Helles Lager,Munich Helles Lager,12,34.0831152,-117.1418175,4.6
Big Elm Brewing,Sheffield, MA,0.07,Big Elm IPA,American IPA,12,42.0932731,-73.3508645,4.6
Big Elm Brewing,Sheffield, MA,0.065,Gerry Dog Stout,American Stout,12,42.0932731,-73.3508645,4.6
Big Elm Brewing,Sheffield, MA,0.06,413 Farmhouse Ale,Saison / Farmhouse Ale,12,42.0932731,-73.3508645,4.6
Good People Brewing Company,Birmingham, AL,0.056,Good People Pale Ale,American Pale Ale (APA),12,33.5069731,-86.8121879,4.7
Good People Brewing Company,Birmingham, AL,0.093,Snake Handler Double IPA,American Double / Imperial IPA,12,33.5069731,-86.8121879,4.7
Good People Brewing Company,Birmingham, AL,0.06,Coffee Oatmeal Stout,Oatmeal Stout,12,33.5069731,-86.8121879,4.7
Good People Brewing Company,Birmingham, AL,0.06,Good People IPA,American IPA,12,33.5069731,-86.8121879,4.7
Good People Brewing Company,Birmingham, AL,0.058,Good People American Brown Ale,American Brown Ale,12,33.5069731,-86.8121879,4.7
Heavy Seas Beer,Halethorpe, MD,0.072,Loose Cannon,American IPA,12,39.2321099,-76.6758651,4.7
Heavy Seas Beer,Halethorpe, MD,0.06,AARGHtoberfest!,Märzen / Oktoberfest,12,39.2321099,-76.6758651,4.7
Heavy Seas Beer,Halethorpe, MD,0.06,Davy Jones Lager,Cream Ale,12,39.2321099,-76.6758651,4.7
Telluride Brewing Company,Telluride, CO,0.057,Face Down Brown Ale,American Brown Ale,12,37.946158,-107.8762977,4.7
Telluride Brewing Company,Telluride, CO,0.064,Tempter IPA,American IPA,12,37.946158,-107.8762977,4.7
Telluride Brewing Company,Telluride, CO,0.055,Bridal Veil Rye Pale Ale,American Pale Ale (APA),12,37.946158,-107.8762977,4.7
7 Seas Brewing Company,Gig Harbor, WA,0.059,Rude Parrot IPA,American IPA,16,47.3272987,-122.5798707,4.6
7 Seas Brewing Company,Gig Harbor, WA,0.054,British Pale Ale (2010),English Pale Ale,16,47.3272987,-122.5798707,4.6
7 Seas Brewing Company,Gig Harbor, WA,0.054,British Pale Ale,English Pale Ale,16,47.3272987,-122.5798707,4.6
7 Seas Brewing Company,Gig Harbor, WA,0.084,Ballz Deep Double IPA,American Double / Imperial IPA,16,47.3272987,-122.5798707,4.6
Confluence Brewing Company,Des Moines, IA,0.068,Des Moines IPA,American IPA,16,41.567953,-93.632955,4.8
Confluence Brewing Company,Des Moines, IA,0.048,Capital Gold Golden Lager,German Pilsener,16,41.567953,-93.632955,4.8
Confluence Brewing Company,Des Moines, IA,0.056,Farmer John's Multi-Grain Ale,American Blonde Ale,16,41.567953,-93.632955,4.8
Bale Breaker Brewing Company,Yakima, WA,0.068,Topcutter India Pale Ale,American IPA,12,46.5765773,-120.4343287,4.8
Bale Breaker Brewing Company,Yakima, WA,0.044,Field 41 Pale Ale,American Pale Ale (APA),12,46.5765773,-120.4343287,4.8
The Manhattan Brewing Company,New York, NY,,Manhattan Gold Lager (1990),American Amber / Red Lager,12,40.7262105,-74.0043149,4.4
MacTarnahans Brewing Company,Portland, OR,0.05,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),12,,,
MacTarnahans Brewing Company,Portland, OR,0.051,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,12,,,
Stillmank Beer Company,Green Bay, WI,0.051,Wisco Disco,American Amber / Red Ale,16,44.5045449,-87.9783812,4.8
Redhook Brewery,Woodinville, WA,0.065,Long Hammer IPA,American IPA,16,47.6142858,-122.322711,4.3
Redhook Brewery,Woodinville, WA,0.065,Long Hammer IPA,American IPA,12,47.6142858,-122.322711,4.3
Redhook Brewery,Woodinville, WA,0.058,Copper Hook (2011),American Amber / Red Ale,12,47.6142858,-122.322711,4.3
Dock Street Brewery,Philadelphia, PA,,Dock Street Amber Beer (1992),American Amber / Red Ale,12,39.9477506,-75.2227932,4.4
Blue Point Brewing Company,Patchogue, NY,0.07,Toxic Sludge,American Black Ale,16,40.7663255,-73.0211569,4.4
Blue Point Brewing Company,Patchogue, NY,0.06,Blue Point White IPA,American White IPA,12,40.7663255,-73.0211569,4.4
Blue Point Brewing Company,Patchogue, NY,0.044,Blue Point Summer Ale,American Blonde Ale,12,40.7663255,-73.0211569,4.4
Blue Point Brewing Company,Patchogue, NY,0.055,Toasted Lager,Vienna Lager,12,40.7663255,-73.0211569,4.4
Tampa Bay Brewing Company,Tampa, FL,0.055,Loafin Bräu,Altbier,16,27.9614191,-82.4416674,4.4
Tampa Bay Brewing Company,Tampa, FL,0.07,Old Elephant Foot IPA,American IPA,16,27.9614191,-82.4416674,4.4
Devil's Canyon Brewery,Belmont, CA,0.054,Deadicated Amber,American Amber / Red Ale,16,37.4982566,-122.2442823,4.6
Devil's Canyon Brewery,Belmont, CA,,Kaleidoscope Collaboration 2012,American Black Ale,16,37.4982566,-122.2442823,4.6
Devil's Canyon Brewery,Belmont, CA,0.071,California Sunshine Rye IPA,American IPA,16,37.4982566,-122.2442823,4.6
Devil's Canyon Brewery,Belmont, CA,0.074,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,16,37.4982566,-122.2442823,4.6
Stone Coast Brewing Company,Portland, ME,0.045,Sunsplash Golden Ale (2004),American Blonde Ale,12,,,
Broken Tooth Brewing Company,Anchorage, AK,0.05,Northern Lights Amber Ale,American Amber / Red Ale,12,61.2226335,-149.8429336,4.6
Broken Tooth Brewing Company,Anchorage, AK,0.052,Polar Pale Ale,American Pale Ale (APA),12,61.2226335,-149.8429336,4.6
Broken Tooth Brewing Company,Anchorage, AK,0.048,Chugach Session Ale,Cream Ale,12,61.2226335,-149.8429336,4.6
Broken Tooth Brewing Company,Anchorage, AK,0.061,Fairweather IPA,American IPA,12,61.2226335,-149.8429336,4.6
Seven Brides Brewery,Silverton, OR,0.07,Frankenlou's IPA,American IPA,16,45.014022,-122.785041,4.2
Seven Brides Brewery,Silverton, OR,0.07,Becky's Black Cat Porter,American Porter,16,45.014022,-122.785041,4.2
Newburyport Brewing Company,Newburyport, MA,0.072,Green Head IPA,American IPA,12,42.8045446,-70.8866459,4.4
Newburyport Brewing Company,Newburyport, MA,0.054,Plum Island Belgian White,Witbier,12,42.8045446,-70.8866459,4.4
Newburyport Brewing Company,Newburyport, MA,0.055,Newburyport Pale Ale,American Pale Ale (APA),12,42.8045446,-70.8866459,4.4
Dry Dock Brewing Company,Aurora, CO,0.066,Hop Abomination,American IPA,12,39.6526645,-104.8120404,4.7
Dry Dock Brewing Company,Aurora, CO,0.051,Apricot Blonde,Fruit / Vegetable Beer,12,39.6526645,-104.8120404,4.7
Dry Dock Brewing Company,Aurora, CO,0.043,Dry Dock Hefeweizen,Hefeweizen,12,39.6526645,-104.8120404,4.7
Dry Dock Brewing Company,Aurora, CO,0.058,Dry Dock Amber Ale,American Amber / Red Ale,12,39.6526645,-104.8120404,4.7
Cans Bar and Canteen,Charlotte, NC,,THP White (2006),Witbier,12,41.9117151,-87.677627,4
Cans Bar and Canteen,Charlotte, NC,,THP Amber (2006),American Amber / Red Ale,12,41.9117151,-87.677627,4
